,Title,Description,Published_date,views,likes,comments,ids
81,How to set financial goals? Remember these 3 attributes! #varsity #zerodha #shorts #financialgoals,,2024-02-22,8259,359,2,mszQVK6XTdQ
82,It is the best time to be a Retail Investor in India. Know Why? #varsity #zerodha #shorts #investor,,2024-02-21,10586,582,3,aOzeLxypuBc
83,What is Wealth Creation? How to build wealth? | Personal Finance for Beginners Ep - 5,"Welcome to Episode 5 of Personal Finance for Beginners! In this episode, Karthik Rangappa unravels the world of wealth creation. Understand the basics as he explains what wealth creation is and breaks down financial goals using easy examples. Karthik outlines the key attributes of financial goals, stressing the crucial role of time in wealth creation. Stay tuned as he shares practical insights on how to kickstart your wealth creation journey.

Time Stamps
00:00 Introduction
01:26 What is Wealth Creation?
01:58 Two parts to wealth creation
02:14 What are financial goals?
03:06 What are financial goal attributes?
04:53 Time frame for wealth creation
05:27 How to create wealth?
06:25 Conclusion

Links to Refer
Learn What is an Emergency Fund? How to build it? Personal Finance for Beginners Ep - 1
https://www.youtube.com/watch?v=vO2KGm8NM8E

Learn Common mistakes while buying life and health insurance | Personal Finance for Beginners Ep -2
https://www.youtube.com/watch?v=FTipNuw9q5U

What is Debt Trap? Common mistakes to avoid while taking debt | Personal Finance for Beginners Ep - 3
https://www.youtube.com/watch?v=fG4Y_lw9qZw

Why saving money is important? | Save early, Save better | Personal Finance for Beginners Ep - 4
https://www.youtube.com/watch?v=NVBCKPNqH8o

Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #personalfinance  #savings  #save  #early  #investments  #wealthcreation  #wealth  #mutualfunds  #assetallocation  #retirement  

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-02-19,47038,1297,48,7n09a37zA9M
84,Is your financial advisor SEBI registered? #varsity #zerodha #shorts,,2024-02-17,6164,278,0,RNP9W-ydNbk
85,Why Short Sell positions are squared off the same day in spot market? #varsity #zerodha #shorts,,2024-02-16,8332,345,2,_4Xa7cBfkCA
86,What is the meaning of short selling? How to short sell? | Simple explanation for Beginners in Hindi,"In this video, Aastha Khurana breaks down short selling in a simple way. She uses everyday examples to explain the concept and shares why people do short selling. Then she goes on to explain why in India we need to wrap up our positions on the same day in the spot market. Towards the end, she walks us through three easy instances of how to close out positions in a short sell. If you've ever been curious about short selling, this video breaks it down in a way that's easy to understand in Hindi.

Time Stamps
00:00 Introduction
00:30 What is the meaning of Short Sell?
02:00 Why should we short sell a stock?
02:25 Example
03:10 Why do we have to square off the positions within the same day?
04:00 3 Instances of how positions are squared off in short sell?
05:14 Conclusion

Links to Refer
Learn more about Short sell on varsity:
https://zerodha.com/varsity/chapter/shorting/
Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis   #investing   #finance   #stockmarket   #financialeducation   #varsity   #zerodha   #shortsell #short   #trading  #profits  #stockexchange  

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-02-14,27711,1161,63,YE59iosplII
87,Do young folks need health insurance? Myth Busted! #varsity #zerodha #shorts #healthinsurance,,2024-02-12,4207,159,2,CwwPM9tEb68
88,Rajeev Thakkar (PPFAS) on overcoming Behavioral Biases in Investing | Know Your Fund Manager Ep-2,"Rajeev Thakkar, the Chief Investment Officer at PPFAS Mutual Fund, shares what kind of investor he is and how he overcomes behavioral biases in investing. A Chartered Accountant, a Cost Accountant, and a CFA Charterholder by profession, he talks to us about his gurus, current team members, investment principles, and how he picks stocks for the portfolio. He also touches upon what investors investing in PPFAS Mutual Fund schemes can expect in terms of performance.  

Time Stamps
00:00 - 01:43 Coming up
01:44 - 02:45 Intro
02:46 - 07:09 Investor type
07:10 - 09:55 Guiding principles
09:56 - 18:42 How it started?
18:43 - 25:21 Lessons from Late Parag Parikh
25:22 - 26:32 Lessons from Warren Buffett
26:33 - 31:18 Equation with team members
31:19 - 34:53 Filters to selecting stocks
34:54 - 40:56 Investing style preference
40:47 - 43:39 Performance of the flexi fund
43:40 - 49:02 What to expect from fund?
49:03 - 50:29 Meditation practice
50:30 - 54:51 Managing across AUM levels
54:52 - 59:52 Day to day work
59:53 - 1:02:37 Netflix and books
1:03:00 - 1:08:52 Portfolio construction and foreign stocks
1:08:53 - 1:12:53 Key Managerial risk
1:12:54 - 1:14:58 Overcoming behavioural biases
1:15:01 - 1:18:32 Personal money goals

Links to Refer
Learn more about mutual funds here: 
https://zerodha.com/varsity/chapter/introduction-to-mutual-funds/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #mutualfunds   #investors   #investor   #warrenbuffet  #money #sip  #stocks #fund #flexicapfund 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-02-09,79570,1756,80,SJevNDWJb8w
89,Why should you start saving early? #varsity #zerodha #shorts #savings #personalfinance,,2024-02-08,5401,293,0,Y6focdx4MjM
90,How to come out of loss making loop? #varsity #zerodha #shorts #trading #loss,,2024-02-07,9880,693,6,ok1SXJGufc0
91,"Why saving money is important? | Save early, Save better | Personal Finance for beginners Ep - 4","Welcome to Episode 4 of Personal Finance for Beginners! In this episode, Karthik Rangappa sheds light on the power of savings. Learn why saving is crucial, the perks of starting early, and simple ideas on how and when to get started on your savings journey. Karthik takes the complexity out of savings by simplifying fundamental equations in a way that's easy to grasp. But that's not all – he dives deeper into the practical side, discussing how a little lifestyle adjustment can pave the way for better saving habits. Join Karthik as he navigates through common mistakes and debunks the reasons people give for not saving now. Dive into the video now and let's make savings work for you!

Time Stamps
00:00 Introduction
00:32 Fundamental Savings Equations
02:13 Common mistakes when it comes to savings
02:43 Importance of Savings
03:54 Benefits of saving early in life
04:35 Where to save money?
05:18 Conclusion

Links to Refer
Learn What is an Emergency Fund? How to build it? Personal Finance for Beginners Ep - 1
https://www.youtube.com/watch?v=vO2KGm8NM8E

Learn Common mistakes while buying life and health insurance | Personal Finance for Beginners Ep -2
https://www.youtube.com/watch?v=FTipNuw9q5U

What is Debt Trap? Common mistakes to avoid while taking debt | Personal Finance for Beginners Ep - 3
https://www.youtube.com/watch?v=fG4Y_lw9qZw
Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #personalfinance  #savings  #save  #early  #investments  #mutualfunds  

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-02-05,28596,1046,49,NVBCKPNqH8o
92,When analysing Mutual funds look for TRI numbers and not PRI #varsity #zerodha #shorts #mutualfunds,,2024-02-02,10388,652,3,nwlcb1RpCxg
93,Some interesting facts around Budget 2024 #varsity #zerodha #shorts #budget #ceremony,,2024-01-31,10494,560,14,64uofrdi0cI
94,Quick guide to understand any budget | Budget 2024,"Join Aastha Khurana in this easy-to-understand video where she talks about government budgets. She starts by explaining what an interim budget is and then goes through a checklist of important things to look out for. From how the government spends money to what it means for regular folks like investors, business owners, and breadwinners – Aastha breaks it down without any confusing jargon. If you want to know how the budget affects your wallet and daily life, this video is a must-watch.

Time Stamps
00:00 Introduction
00:54 What is an Interim Budget?
01:30 Macroeconomic Factors
02:34 Government Expenditure
03:37 Incentives & Financial Support
04:22 Fiscal Deficit
04:58 Taxes
05:42 Conclusion

Links to Refer
Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #budget  #interimbudget  #unionbudget  #annualbudget #gdp  #growth  #2024 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-01-30,35204,1371,57,-DWv9qFuZ3s
95,Learn how to avoid losses while trading #varsity #zerodha #shorts #trading #loss,,2024-01-29,8974,591,5,XnGrVNvCRnA
96,What is your loan taking capacity? Do you know? #varsity #zerodha #shorts #loan #personalfinance,,2024-01-27,6487,317,4,uGzCaTUa5lI
97,Why do price changes when you place a market order? #varsity #zerodha #shorts #stockmarket #trade,,2024-01-26,10670,567,5,YoImGS4BeMc
98,Health Insurance Tip for People who love to travel! #varsity #zerodha #shorts #insurance,,2024-01-25,3234,181,2,x0JDXjLLP0c
99,What is a debt Trap? Mistakes to avoid while taking debt | Personal Finance for Beginners Ep - 3,"Welcome to Episode 3 of Personal Finance for Beginners! In this video, we're diving into the topic of loans and how reckless borrowing can ruin a person's financial life. Karthik Rangappa breaks it down – how to handle your debts, deal with credit cards, and borrow wisely (if at all you are forced to borrow.) Get practical tips on steering clear of debt traps and understanding your borrowing limits. Towards the end of the video, Karthik shares a simple technique that anyone can use to figure out what is the maximum amount one can borrow and still get a good night's sleep.

Time Stamps
00:00 Introduction
01:00 How to use debt responsibly?
02:30 How to overcome debt trap?
02:40 Ask for Help! and repay loan/debts
03:50 Is it bad to have a credit card or borrow money?
04:46 How to manage credit card debt wisely?
05:15 How can a credit card be used as an emergency fund?
06:16 How to estimate your loan taking capacity?
07:00 Conclusion

Links to Refer
Learn What is an Emergency Fund? How to build it? Personal Finance for Beginners Ep - 1
https://www.youtube.com/watch?v=vO2KGm8NM8E

Learn Common mistakes while buying life and health insurance | Personal Finance for Beginners Ep -2
https://www.youtube.com/watch?v=FTipNuw9q5U

Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #personalfinance  #debt  #loan  #borrowing  #creditcards  #debttrap  

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-01-24,26632,872,22,fG4Y_lw9qZw
100,What are the benefits of indexation and how to calculate it? #varsity #zerodha #shorts #indexation,,2024-01-22,4959,256,11,_Wrtu_ca56I
101,"""How to become a better trader? ft. Nithin Kamath #varsity #zerodha #shorts #trader #stockmarket",,2024-01-20,8740,473,5,UGf48BhwyDk
102,What is Indexation & how it works? | All about indexation benefit,"Ever wondered about indexation in finance? This video breaks it down into bite-sized pieces. I explain how it helps protect investments from inflation and where it works best (hint: different asset classes!). Using easy examples, I will show you how to calculate it. Plus, I talk about indexed cost and its impact on taxable gains. By the end, you'll have a clear understanding of how indexation can enhance your investment strategy, even if you're new to financial concepts. Tune in for a concise yet comprehensive breakdown!

Time Stamps
00:00 Introduction
00:36 What is the meaning of Indexation?
01:50 Benefits of Indexation
02:14 Asset classes that provide indexation benefit
02:30 What is the Cost Inflation Index (CII)?
02:56 How to calculate indexed cost?
05:14 Points to remember
5:47 Conclusion

Links to Refer
Link to Cost Inflation Index Numbers:
https://incometaxindia.gov.in/charts%20%20tables/cost-inflation-index.htm
Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #indexation #indexationbenefit #indexedcost #assets  #financialplanning  

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-01-19,15799,637,37,WtAblr7JESg
103,Common mistakes while buying Life & Health Insurance | Personal Finance for Beginners Ep - 2,"Welcome back to Personal Finance for Beginners! In our second episode, Karthik Rangappa dives into the world of insurance, breaking it down for you. Explore the basics as he talks about the two must-haves: term insurance and health insurance. Karthik clears up common myths and shares valuable tips for when you're shopping for coverage. Whether you're a beginner or just want to up your insurance game, this episode has got your back. Watch now and make insurance decisions with confidence!

Time Stamps
00:00 Introduction
01:10 Basic Insurance you should have
01:56 What is Term Insurance?
03:00 Do you mix Insurance with Investments?
03:35 What is Health Insurance?
04:00 Misconceptions of Health Insurance
05:00 Top 5 tips while buying term insurance
07:00 Top 5 tips while buying health insurance 
09:05 Conclusion


Links to Refer
Learn What is an Emergency Fund? How to build it? Personal Finance for Beginners Ep - 1
https://www.youtube.com/watch?v=vO2KGm8NM8E

To know more about Ditto Insurance:
https://joinditto.in/

Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #personalfinance  #insurance  #terminsurance  #healthinsurance  #financialplanning  

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-01-17,24758,764,32,FTipNuw9q5U
104,How much should you keep in an Emergency Fund? #varsity #zerodha #shorts #personalfinance #emergency,,2024-01-16,4083,198,3,6FdLaU930gs
105,Are liquid funds safe place to park emergency corpus? #varsity #zerodha #shorts #personalfinance,,2024-01-13,9084,467,4,NmDDZR1OtX0
106,How much should you keep in an Emergency Fund? #varsity #zerodha #shorts #emergencyfunds #finance,,2024-01-12,7281,360,3,vrTRDktTI1c
107,What is an Emergency Fund? | How to build it? | Personal Finance for Beginners Ep - 1,"Welcome to the first episode of our Personal Finance Series! In this video, we delve into the very first building block of personal finance i.e. emergency funds. Discover what constitutes an emergency fund, its paramount importance in personal financial stability, and why everyone needs one. Karthik Rangappa guides you through a step-by-step process on how to build a robust emergency fund, ensuring you're prepared for life's unexpected curve-balls. Additionally, he sheds light on common mistakes to avoid and highlight key points to remember, setting you on the path to financial resilience. Join us on this journey toward securing your financial future – because being financially prepared is the first step to true financial freedom!

Time Stamps
00:00 Introduction
01:16 Why do we need an Emergency Fund?
03:15 How to build an Emergency Fund?
03:20 Step 1 - Identify the amount you need for emergency fund
04:10 Step 2 - How to accumulate this amount?
04:33 Step 3 - Where to save the emergency corpus?
06:00 Points to remember 
7:22 Conclusion

Links to Refer
Learn more about Arbitrage Fund here: 
https://zerodha.com/varsity/chapter/arbitrage-funds/

Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #personalfinance  #emergencyfunds  #emergency  #funds  #financialplanning  

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-01-10,109450,3156,97,vO2KGm8NM8E
108,Why Indians don't save for retirement? #varsity #zerodha #shorts #retirement #planning,,2024-01-09,5999,256,6,XhXZ_Tk1bQk
109,The Dark Side of the Big Fat Indian Wedding #varsity #zerodha #shorts #wedding #loan,,2024-01-08,5042,234,5,lxPnmM-8AZw
110,"Choose better, save taxes: old or new tax regime? #varsity #zerodha #shorts #tax #planning #save",,2024-01-07,8484,396,4,ZmxCkgDJOVI
111,Here's the answer if you panic about market correction #assetallocation #shorts #varsity #zerodha,,2024-01-05,14516,771,4,UNluRtL-wDQ
112,Nithin Kamath's learnings from 2023. What he expects from 2024? #shorts #varsity #zerodha #2024,,2024-01-04,11404,649,13,lnvB8iqJGSE
113,"2024- What to expect? Ft. Nithin Kamath, Karthik Rangappa, Vishal Jain, Radhika Gupta, Rajiv Thakkar","Step into the new year with wisdom as five financial maestros, Nithin Kamath, Karthik Rangappa, Vishal Jain, Radhika Gupta, and Rajeev Thakkar join forces in this special video. In an exclusive session, each luminary reflects on their unique journey, sharing insights into the past and their expectations for 2024. The video not only offers a glimpse into the minds of these industry veterans but also spreads joy as they extend heartfelt New Year wishes to the Zerodha Varsity viewers. Don't miss out on this enriching experience, as these experts set the tone for a prosperous and happy new year.

Time Stamps
00:00 Introduction
00:50 Nithin Kamath (Founder & CEO Zerodha)
03:12 Karthik Rangappa (Head of Education Zerodha)
04:05 Vishal Jain (CEO Zerodha Fund House)
06:20 Radhika Gupta (MD & CEO Edelweiss Fund House)
07:50 Rajeev Thakkar (CIO PPFAS Mutual Fund)
09:30 Conclusion

Links to Refer
Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis #Investing #Finance #StockMarket #financialeducation #varsity #zerodha #2023 #2024 #financial #wishes #happynewyear 
Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-01-01,16861,602,19,6EkMkvL4iJk
114,Major Financial Events 2023 - Are you Ready for 2024? #shorts #varsity #zerodha #2023 #2024 #newyear,,2023-12-31,11968,659,6,hFM107pVmAI
115,Major Financial Events 2023 | Financial Wrap up | Are you ready for 2024,"In this insightful video, Aastha Khurana takes you on a journey through the rollercoaster ride of financial events that defined the year 2023. From January to December, she takes you through the intricacies of major global economic shifts, market fluctuations, and significant financial milestones. As the narrative unfolds, she delves into the performance of various asset classes, dissecting which sectors thrived and which faced challenges. The climax of the video is reached as she unveils the remarkable trajectory of the Indian GDP, providing a comprehensive summary of how the economic landscape evolved over the course of this eventful year. Join her in this succinct yet comprehensive overview that encapsulates the essence of 2023's financial narrative.

Equity- Nifty 500 TRI; Debt - Crisil Composite Bond index; Gold - Nippon Gold ETF; Reits - NIFTY REITS & INVITS Index; and international equity - S&P 500 TR Index
^For REITs, it is a 3-year CAGR instead of 10-year CAGR

Time Stamps
00:00 Introduction
00:40 January
00:50 March
01:08 May
01:40 June
01:54 July
02:10 August
03:11 September
03:42 October
04:12 December
04:42 Which Asset Classes Outperformed & Why?
05:50 Global Performance
06:08 Conclusion

Links to Refer
Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis #Investing #Finance #StockMarket #financialeducation #varsity #zerodha #2023 #2024 #financial #summary 
Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-12-29,10445,559,22,10Pr_StUSDQ
116,Make financial decisions with the help of Time value of money #shorts #varsity #zerodha #money #tvm,,2023-12-28,58115,1641,19,ecBDHLGLkt4
117,What is the meaning of EEE Exemption in tax? #varsity #zerodha #shorts #tax #exemption,,2023-12-27,8689,497,2,mydmp_fu-Fc
118,What is the Time value of Money? Present Value vs Future Value | Important for investment decisions,"In this video, we discuss the Time Value of Money (TVM), a fundamental financial concept that empowers you to make informed decisions and navigate your financial future with confidence. We'll delve into the core principle of TVM, explaining why a present-day Rupee holds more value than a future Rupee. You'll discover the power of calculating both present value and future value, allowing you to compare investment options and plan for your financial goals with clarity. By mastering TVM, you'll unlock the benefits of setting realistic financial goals, maximizing your returns, and making informed decisions about borrowing and investments. This video is your comprehensive guide to harnessing the power of the Time Value of Money and achieving your financial aspirations.

Time Stamps
00:00 Introduction
01:03 What is the Time Value of Money?
02:43 What is Future Value?
03:56 What is Present Value?
05:12 Self-practice Example
06:14 Conclusion

Links to Refer
Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha #money #time #value #tvm #timevalue #timevalueofmoney #present #future 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-12-26,17594,819,29,2obVBGRVt5s
119,Why do we need to look at CAGR Returns? #varsity #zerodha #shorts #cagr #return,,2023-12-22,20873,1193,6,iRdA80feIRc
120,Financial Literacy for Rural Women-A film by Zerodha Varsity with Pankh & Svatah | Money Matters,"Team Zerodha Varsity, in association with Pankh India and Svatah, visited Chikodi, a small town along the Karnataka-Maharashtra border, to conduct financial awareness among rural women. The two-day workshop aimed to create a safe space for women to discuss their specific financial issues and enable them to take charge of their finances. 
Their goals were simple - saving up for children’s education, wedding, and their well-being. They left the workshop with a glimmer of hope in their eyes and a sense of confidence that they could now make better financial decisions.

#zerodha  #varsity  #thepankh #svatah #financialliteracy  #womenempowerment  #moneymatters  #money  #savings  #financialawareness  

Social Media
Twitter: https://twitter.com/ZerodhaVarsity
Instagram: https://www.instagram.com/zerodhavarsity/?hl=en",2023-12-20,31261,638,49,Wsy5CWOL3yE
121,A film by Zerodha Varsity - Coming Soon @zerodhaonline,"A film on Zerodha Varsity’s recent Financial literacy drive for rural women coming up on 20 December 2023.

Stay Tuned!


#varsity #zerodha #finance #women #investing",2023-12-19,3786,193,12,xJTgGi91xJ4
122,3 amazing facts about REIT investments #varsity #zerodha #shorts #realestate #reit #investment,,2023-12-19,7312,374,2,ihkO7lzoivY
123,Traders should know difference between Trading & Settlement Holiday #shorts #varsity #zerodha,,2023-12-18,9440,481,2,qI8iGG0kbYE
124,What are REITs? 5 Steps to analyse and invest in REITs? RIET investing for beginners in Hindi,"Real Estate Investment Trusts (REITs) are a unique and compelling investment option that offer a distinct advantage over traditional real estate investments. In this video, we take you on a journey through Real Estate Investment Trusts (REITs). We cover everything you need to know, from understanding the basics of REITs to why they're an essential part of your investment portfolio. Discover how investing in REITs can be easier and more accessible than traditional real estate. Plus, we'll guide you through the step-by-step process of analyzing a REIT, ensuring you make informed investment decisions.

Time Stamps
00:00 Introduction
01:08 What are REITs?
02:00 Why do we invest in Real Estate/REIT?
02:45 Why investing in REITs is easier than Real Estate?
03:30 How to analyze a REIT fund?
04:15 Step 1 - Evaluate the Portfolio
06:05 Step 2 - Evaluate the Financials
07:38 Step 3 - Evaluate the Debt Position
09:08 Step 4 - Occupancy & Tenant Lease Arrangements
10:37 Step 5 - Valuation of the REITs
12:24 Conclusion

Links to Refer
How to analyze a Debt Mutual Fund: https://www.youtube.com/watch?v=1_2tzQVUqpM&list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk&index=13

Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #reit  #realestate  #investment  #rent  #dividend  #portfolio  #tenants  #evaluate 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-12-15,20376,704,16,brwWbI89FDk
125,Should you invest in ESG funds? #shorts #varsity #zerodha #environment #social #governance #fund,,2023-12-14,5399,272,4,6BZVdagtO_k
126,IPO in focus DOMS Industries #shorts #varsity #zerodha #ipo,,2023-12-13,9051,442,3,Bp6HLkgEy14
127,What are the best days to INVEST? #shorts #varsity #zerodha #invest #return,,2023-12-13,9670,564,7,aJDW4lYBFJk
128,What are ESG funds? Should you invest in ESG funds? Challenges in ESG Funds,"This video explores the fascinating world of ESG funds, uncovering their explosive growth and recent decline. We'll demystify what these funds are, analyze their performance compared to their benchmarks, and assess the challenges they face. Finally, we'll provide a balanced perspective on the future of ESG investing to help you make informed decisions about your portfolio. Watch this video in Hindi and discover whether ESG is still a worthy investment or a fading trend.

Time Stamps
00:00 Introduction
01:05 What are ESG Funds?
01:50 What is an ESG Score?
02:22 Why ESG funds became popular?
03:02 Why is there a decline in ESG Funds?
03:24 What are the returns of ESG Funds?
04:20 Challenges in ESG Funds
04:26 1. Misleading Definition
05:00 2. Lack of Historical Data
05:21 3. Greenwashing
06:00 4. Limited Universe
06:28 Should you Invest in ESG Funds?

Links to Refer
Mutual Fund Investing - A step by step Guide:
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk
Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #esg  #fund  #mutualfunds  #environment  #social   #governance  #challenges  #invest 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2023-12-11,10653,217,8,xGMJZctPvEw
129,3 amazing facts about Voluntary Provident Fund #shorts #varsity #zerodha #ppf #epf #retirement #fund,,2023-12-09,6411,280,3,eIS9pfuoC4s
